Input,Output
我那么爱生气啊,你看我这样子像是爱生气的样子吗
你看我这样子像是爱生气的样子吗,你今天好开明
你今天好开明,我只是今天开明啊
我只是今天开明啊,我觉得我一直挺开明的
我觉得我一直挺开明的,要不然我的学生怎么那么喜欢我呢
要不然我的学生怎么那么喜欢我呢,是吗
是吗,快帮我看看为什么一直安不上
快帮我看看为什么一直安不上,然后我都拼到这了了
然后我都拼到这了了,你看这怎么就没有 这怎么回事
你看这怎么就没有 这怎么回事,不对
不对,你这拼反了
你这拼反了,你看这图纸是吧
你看这图纸是吧,还真是 我说怎么安不上啊
还真是 我说怎么安不上啊,那怎么办
那怎么办,拆了呀
拆了呀,拆了呗
拆了呗,掉床底下了
掉床底下了,妈妈
妈妈,怎么了
怎么了,不在床底下
不在床底下,怎么不在 我看他绷进去的
怎么不在 我看他绷进去的,我帮你拿
我帮你拿,您别闪着腰了
您别闪着腰了,我多大岁就闪腰啊
我多大岁就闪腰啊,够着了
够着了,是这颜色吗
是这颜色吗,是
是,你看
你看,我怎么觉得好像比这颜色深点儿似的
我怎么觉得好像比这颜色深点儿似的,没有
没有,正合适 你看
正合适 你看,这应该 要不咱们
这应该 要不咱们,这袋是吗
这袋是吗,来
来,记下美好时光
记下美好时光,好啦
好啦,哇塞
哇塞,真不容易
真不容易,我们下一个拼他底下
我们下一个拼他底下,那个英子
那个英子,看看 咱玩了整一小时了
看看 咱玩了整一小时了,差不多了
差不多了,剩下的我们高考以后再玩
剩下的我们高考以后再玩,好不好
好不好,其他的我先帮你收着
其他的我先帮你收着,毕竟高考的时候咱也不考这个
毕竟高考的时候咱也不考这个,我还以为
我还以为,行不行
行不行,以为 以为 没事
以为 以为 没事,行不行啊
行不行啊,行
行,真乖
真乖,今天饭简单
今天饭简单,我马上就做好
我马上就做好,你把这收起来
你把这收起来,动作快点
动作快点,不好意思
不好意思,表哥我忘敲门了
没事,表哥我在做今天数学卷子最后一道题的时候
表哥我在做今天数学卷子最后一道题的时候,发现这道题出的特别好
发现这道题出的特别好,是包含了咱们所有知识点的一道题
是包含了咱们所有知识点的一道题,我特意把我的笔记本拿过来给你誊一下
我特意把我的笔记本拿过来给你誊一下,要不然这道题你做到明天早晨都做不出来
谢谢,这是你的笔记本吗
是,表哥 数学 数学
在这儿数学在这儿唉,对
对,你这些抄了一堆废话
你这些抄了一堆废话,你看其实老师的板书是对的
你看其实老师的板书是对的,但是你不能全抄
但是你不能全抄,这一条的重点只有三条
这一条的重点只有三条,你这抄的太多了
你这抄的太多了,英子
英子,老师又留课间作业
老师又留课间作业,没有
没有,这周六天文馆有个活动
这周六天文馆有个活动,我不是讲解员吗
我不是讲解员吗,准备一下
准备一下,英子你停一下
英子你停一下,妈妈跟你说两句话
妈妈跟你说两句话,您说我听着
您说我听着,你看你高二一年都在天文馆做讲解员
你看你高二一年都在天文馆做讲解员,妈妈是不是一直都支持的
妈妈是不是一直都支持的,妈妈知道那是你的爱好和理想
妈妈知道那是你的爱好和理想,妈妈是愿意支持的
妈妈是愿意支持的,可咱们现在高三了
可咱们现在高三了,就别再去了
就别再去了,太耽误时间
太耽误时间,你们天文馆也不缺你这么一个要高考的
你们天文馆也不缺你这么一个要高考的,不是
不是,我这之前也讲解了一年
我这之前也讲解了一年,为什么不能去
为什么不能去,我也没影响学习
我也没影响学习,那是高二
那是高二,你现在高三了
你现在高三了,这高二的学习强度能跟高三比吗
这高二的学习强度能跟高三比吗,这是刚开学
这是刚开学,你可能对高三的紧张还没什么感觉
你可能对高三的紧张还没什么感觉,过段时间就知道了
过段时间就知道了,那时候真让你去
那时候真让你去,你都没这精力了
你都没这精力了,行了
行了,去请个假好不好
去请个假好不好,这次真的很重要
这次真的很重要,这是关于我国嫦娥探月工程的科普讲座
这是关于我国嫦娥探月工程的科普讲座,这是我的兴趣爱好
这是我的兴趣爱好,您不是也知道吗
您不是也知道吗,再说您现在说不去就不去
再说您现在说不去就不去,让人家天文馆上哪找人去
让人家天文馆上哪找人去,天文馆缺
天文馆缺,你一个还不转了
你一个还不转了,知道了
知道了,你是不是不好意思跟人说
你是不是不好意思跟人说,这样你把联系人电话给我
这样你把联系人电话给我,妈妈给你请假好不好
妈妈给你请假好不好,妈你能不能别这样研究天文一直是我的理想
妈你能不能别这样研究天文一直是我的理想,您不是也知道吗
您不是也知道吗,我这不是为了我理想努力吗
我这不是为了我理想努力吗,去天文馆做讲解
去天文馆做讲解,就是你的理想
就是你的理想,咱们说去国家航天局这不才是你理想吗
咱们说去国家航天局这不才是你理想吗,你过来
你过来,妈妈跟你说
妈妈跟你说,我知道你不高兴了
我知道你不高兴了,刚没收你乐高
刚没收你乐高,又不让你去天文馆
又不让你去天文馆,可你不高兴我也不高兴
可你不高兴我也不高兴,你可能会说妈妈总拿高三来绑架你的人生
你可能会说妈妈总拿高三来绑架你的人生,你要是连高考都考不好
你要是连高考都考不好,还有什么人生我说
还有什么人生我说,说对吗
说对吗,可是我真的很想去就让我去最后一次好吗
可是我真的很想去就让我去最后一次好吗,最后一次
最后一次,你记得那天我给你做时间表的时候
你记得那天我给你做时间表的时候,怎么跟你说的
怎么跟你说的,这一年的课外活动都得取消
这一年的课外活动都得取消,要说起来 我只答应过你高二
要说起来 我只答应过你高二,没有说高三你还可以继续去天文馆的
没有说高三你还可以继续去天文馆的,而且你想想你去趟天文馆一去一回
而且你想想你去趟天文馆一去一回,一上午的时间都不够
一上午的时间都不够,还没加上你提前准备的时间
还没加上你提前准备的时间,能做多少题
能做多少题,天文馆永远在 可高三的时间丢了
天文馆永远在 可高三的时间丢了,你永远补不上的
你永远补不上的,你要是连高考都考不好
你要是连高考都考不好,还有什么人生我说的对吗
还有什么人生我说的对吗,可是我真的很想去你就让我去最后一次好吗
可是我真的很想去你就让我去最后一次好吗,最后一次
最后一次,你记得那天我给你做时间表的时候
你记得那天我给你做时间表的时候,怎么跟你说的
怎么跟你说的,这一年的课外活动都得取消
这一年的课外活动都得取消,要说起来我只答应过你高二
要说起来我只答应过你高二,没有说高三你还可以继续去天文馆的
没有说高三你还可以继续去天文馆的,而且你想想你去一趟天安馆
而且你想想你去一趟天安馆,一去一回
一去一回,一上午的时间都不够
一上午的时间都不够,还没加上你提前准备的时间
还没加上你提前准备的时间,能做多少题
能做多少题,天文馆永远在
天文馆永远在,可高三的时间丢了
可高三的时间丢了,你永远补不上的
你永远补不上的,当然知道您说的意思了
当然知道您说的意思了,我也知道这高三很重要
我也知道这高三很重要,但但我也不想以后回忆起高三全都是做题
但但我也不想以后回忆起高三全都是做题,这脑子里除了题别的什么都没有
这脑子里除了题别的什么都没有,那样高三有什么意思
那样高三有什么意思,一点意义都没有
一点意义都没有,怎么没有意义
怎么没有意义,还有良好的学习习惯
还有良好的学习习惯,还要坚持努力这样的优秀品质
还要坚持努力这样的优秀品质,这不都是高三一年修炼出来的
这不都是高三一年修炼出来的,哪是意义啊 那是无聊
哪是意义啊 那是无聊,无聊
无聊,怎么成无聊了
怎么成无聊了,你这么说妈妈是不是也是无聊
你这么说妈妈是不是也是无聊,英子
英子,你是不是觉得妈妈管你太严了
你是不是觉得妈妈管你太严了,要求太高了
要求太高了,你是不是觉得妈妈完全是在跟你作对
你是不是觉得妈妈完全是在跟你作对,英子你是我女儿
英子你是我女儿,你是我最重要的人
你是我最重要的人,咱们俩的人生理想应该是一样的
咱们俩的人生理想应该是一样的,我们不是说好了吗
我们不是说好了吗,要为了去国家航天局而努力
要为了去国家航天局而努力,对不对
对不对,大清早的没这时间了
大清早的没这时间了,你赶紧收拾一下
你赶紧收拾一下,把早饭吃了
把早饭吃了,还得早课
还得早课,快点 别早课都迟到了
说什么事没有老爸解决不了的,我想跟您说的是我之前经常去天文馆
我想跟您说的是我之前经常去天文馆,他这周六要做中国嫦娥探月工程的专题科普讲座
他这周六要做中国嫦娥探月工程的专题科普讲座,我报名参选讲解员资格为这我准备了两周
我报名参选讲解员资格为这我准备了两周,我好不容易选上了
我好不容易选上了,我妈
我妈,说什么都不让我去
说什么都不让我去,我一哭二闹三上吊也都不管事
我看我怎么跟你妈说,真的
真的,我就知道老爸你有办法
我就知道老爸你有办法,谢谢老爸
谢谢老爸,好
慢点吃慢点吃小点口,老爸
老爸,你之前不是说你要搬过来吗
你之前不是说你要搬过来吗,怎么没动静
怎么没动静,你这说话不算数
你看看这一旦决定好了马上搬,您可快来吧
您可快来吧,不然我真的我现在已经招架不住了
不然我真的我现在已经招架不住了,每天暴露在我妈的炮火之下
每天暴露在我妈的炮火之下,你知道方一凡他们家方叔叔就每天给方一凡当子弹
